title,label,service_id,service_name,category
You cannot distribute or disclose your account to third parties,neutral,306,Mega,You cannot distribute or disclose your account to third parties
"This service prohibits users sending chain letters, junk mail, spam or any unsolicited messages.",neutral,306,Mega,"You are prohibited from sending chain letters, junk mail, spam or any unsolicited messages"
"Users agree not to submit libelous, harassing or threatening content",neutral,306,Mega,"You agree not to submit libelous, harassing or threatening content"
Prohibits the posting of pornographic content,neutral,306,Mega,The posting of pornographic content is prohibited
"Spidering, crawling, or accessing the site through any automated means is not allowed",neutral,306,Mega,"Spidering, crawling, or accessing the site through any automated means is not allowed"
This service assumes no liability for unauthorized access to your personal information,bad,306,Mega,This service assumes no liability for unauthorized access to your personal information
Features of the website are made available under a free software license,good,306,Mega,Features of the service are made available under a free software license
Any liability on behalf of the service is only limited to the fees you paid as a user,bad,306,Mega,Any liability on behalf of the service is only limited to the fees you paid as a user
Provides instructions on how to submit a copyright claim,neutral,306,Mega,Instructions are provided on how to submit a copyright claim
Many third parties are involved in operating the service,bad,306,Mega,Many third parties are involved in operating the service
"If you are the target of a copyright claim, your content may be removed",neutral,306,Mega,"If you are the target of a copyright claim, your content may be removed"
You have the right to leave this service at any time,good,306,Mega,You have the right to leave this service at any time
They may stop providing the service at any time,neutral,306,Mega,They may stop providing the service at any time
The service is provided 'as is' and to be used at the users' sole risk,neutral,306,Mega,The service is provided 'as is' and to be used at your sole risk
The service does not guarantee accuracy or reliability of the information provided,neutral,306,Mega,The service does not guarantee accuracy or reliability of the information provided
Tracking pixels are used in service-to-user communication,bad,306,Mega,Tracking pixels are used in service-to-user communication
The service may use web beacons and device fingerprinting on users.,bad,306,Mega,"You are tracked via web beacons, tracking pixels, browser fingerprinting, and/or device fingerprinting"
This service assumes no liability for any losses or damages resulting from any matter relating to the service,neutral,306,Mega,The service assumes no liability for any damages the user incurs
You are solely responsible for claims made against the service and agree to indemnify the service.,neutral,306,Mega,You agree to indemnify and hold the service harmless in case of a claim related to your use of the service
This service reserves the right to disclose your personal information without notifying you,bad,306,Mega,Your personal data may be disclosed to comply with government requests without notice to you
You can opt out of promotional communications,good,306,Mega,You can opt out of promotional communications
The court of law governing the terms is in New Zealand,neutral,306,Mega,The court of law governing the terms is in location X
Blocking first party cookies may limit your ability to use the service,neutral,306,Mega,Blocking first party cookies may limit your ability to use the service
User accounts can be terminated after having been in breach of the terms of service repeatedly,good,306,Mega,User accounts can be terminated after having been in breach of the terms of service repeatedly
Copyright license limited for the purposes of that same service,good,306,Mega,Copyright license limited for the purposes of that same service but transferable and sublicenseable
This service does not guarantee that it or the products obtained through it meet the users' expectations or requirements,neutral,306,Mega,This service does not guarantee that it or the products obtained through it meet your expectations or requirements
"When the service wants to change its terms, users are notified a week or more in advance.",good,306,Mega,"When the service wants to change its terms, you are notified a week or more in advance"
The service can suspend your account for several reasons,neutral,306,Mega,Your account can be suspended for several reasons
"You can request access, correction and/or deletion of your data",good,306,Mega,"You can request access, correction and/or deletion of your data"
This service prohibits users from attempting to gain unauthorized access to other computer systems,neutral,306,Mega,You are prohibited from attempting to gain unauthorized access to other computer systems
This service may use your personal information for marketing purposes,bad,306,Mega,Your personal data may be used for marketing purposes
"If you are the target of a copyright holder's take down notice, this service gives you the opportunity to defend yourself",good,306,Mega,"If you are the target of a copyright holder's take down notice, this service gives you the opportunity to defend yourself"
This service requires first-party cookies,neutral,306,Mega,First-party cookies are used
Tracking via third-party cookies for advertising,bad,306,Mega,Third-party cookies are used for advertising
Many different types of personal data are collected,bad,2136,Le Soir,Many different types of personal data are collected
You can retrieve an archive of your data,good,2136,Le Soir,You can retrieve an archive of your data
This service tracks you on other websites,bad,2136,Le Soir,This service tracks you on other websites
 You are being tracked via social media cookies/pixels,bad,2136,Le Soir, You are being tracked via social media cookies/pixels
This service tracks which web page referred you to it,bad,2136,Le Soir,This service tracks which web page referred you to it
Blocking first party cookies may limit your ability to use the service,neutral,2136,Le Soir,Blocking first party cookies may limit your ability to use the service
Your personal data is aggregated into statistics,neutral,2136,Le Soir,Your personal data is aggregated into statistics
"You can request access, correction and deletion of your data",good,2136,Le Soir,"You can request access, correction and/or deletion of your data"
"Your IP address is collected, which can be used to view your approximate location",neutral,2136,Le Soir,"Your IP address is collected, which can be used to view your approximate location"
The data retention period is kept to the minimum necessary for fulfilling its purposes,good,2136,Le Soir,The data retention period is kept to the minimum necessary for fulfilling its purposes
Your personal data may be used for marketing purposes,bad,2136,Le Soir,Your personal data may be used for marketing purposes
Many third parties are involved in operating the service,bad,2136,Le Soir,Many third parties are involved in operating the service
You can opt out of promotional communications,good,2136,Le Soir,You can opt out of promotional communications
Your personal data is used to employ targeted third-party advertising,bad,2136,Le Soir,Your personal data is used to employ targeted third-party advertising
Your personal data is used for advertising,bad,2136,Le Soir,Your personal data is used for advertising
This service gives your personal data to third parties involved in its operation,bad,2136,Le Soir,This service gives your personal data to third parties involved in its operation
This service shares your personal data with third parties that are not essential to its operation,bad,2136,Le Soir,This service shares your personal data with third parties that are not essential to its operation
"Prices and fees may be changed at any time, without notice to you",bad,2136,Le Soir,"Prices and fees may be changed at any time, without notice to you"
Do Not Track (DNT) headers are ignored and you are tracked anyway even if you set this header.,neutral,2136,Le Soir,Do Not Track (DNT) headers are ignored and you are tracked anyway even if you set this header
"You should revisit the terms periodically, although in case of material changes, the service will notify",neutral,2136,Le Soir,"You should revisit the terms periodically, although in case of material changes, the service will notify"
You authorise the service to charge a credit card supplied on re-occurring basis,neutral,2136,Le Soir,You authorise the service to charge a credit card supplied on re-occurring basis
There is a date of the last update of the agreements,neutral,2136,Le Soir,There is a date of the last update of the agreements
Personal information that is shared outside its jurisdiction is processed according to the original jurisdiction’s data protection standards,good,2136,Le Soir,Personal information that is shared outside its jurisdiction is processed according to the original jurisdiction’s data protection standards
Information is provided about how your personal data is used,good,2136,Le Soir,Information is provided about how your personal data is used
Details are provided about what kind of information they collect,good,2136,Le Soir,Information is provided about what kind of information they collect
The court of law governing the terms is in a jurisdiction that is friendlier to user privacy protection (Belgium),good,2136,Le Soir,The court of law governing the terms is in a jurisdiction that is friendlier to user privacy protection
Third-party cookies are used for advertising,bad,2136,Le Soir,Third-party cookies are used for advertising
"This service may collect, use, and share location data",bad,2136,Le Soir,"This service may collect, use, and share location data"
You are not allowed to use a nick name,neutral,183,CouchSurfing,"You are not allowed to use pseudonyms, as trust and transparency between users regarding their identities is relevant to the service"
"The service may use tracking pixels, web beacons, browser fingerprinting, and/or device fingerprinting on users.",bad,183,CouchSurfing,"You are tracked via web beacons, tracking pixels, browser fingerprinting, and/or device fingerprinting"
Couchsurfing may share aggregated or anonymized information that does not directly identify you.,neutral,183,CouchSurfing,Your personal data is aggregated into statistics
This service does not condone any ideas contained in its user-generated contents,neutral,183,CouchSurfing,This service does not condone any ideas contained in its user-generated contents
You must create an account to use this service,neutral,183,CouchSurfing,You must create an account to use this service
There is a date of the last update of the agreements,neutral,183,CouchSurfing,There is a date of the last update of the agreements
This service is only available to users over 18.,neutral,183,CouchSurfing,This service is only available to users over a certain age
Third parties are involved in operating the service,neutral,183,CouchSurfing,Third parties are involved in operating the service
Users agree not to use the service for illegal purposes,neutral,183,CouchSurfing,You agree not to use the service for illegal purposes
Prohibits the posting of pornographic content,neutral,183,CouchSurfing,The posting of pornographic content is prohibited
Failure to enforce any provision of the Terms of Service does not constitute a waiver of such provision,neutral,183,CouchSurfing,Failure to enforce any provision of the Terms of Service does not constitute a waiver of such provision
Prohibits political discussions or campaigning,neutral,183,CouchSurfing,Political discussions or campaining are prohibited
This service does not allow alternative accounts,neutral,183,CouchSurfing,Alternative accounts are not allowed
Prohibits public posting of private messages,good,183,CouchSurfing,You aren’t allowed to publicly post private messages
Users shall not interfere with another person's enjoyment of the service,bad,183,CouchSurfing,You shall not interfere with another person's enjoyment of the service
The service can read your private messages,bad,183,CouchSurfing,Private messages can be read
The service provides information about how they intend to use your personal data,good,183,CouchSurfing,Information is provided about how your personal data is used
This service receives your location through GPS coordinates,bad,183,CouchSurfing,This service receives your precise location through GPS coordinates
This service gathers information about you through third parties,bad,183,CouchSurfing,Information is gathered about you through third parties
Couchsurfing informs you about the fact that you can disable cookies,bad,183,CouchSurfing,"Third party cookies are employed, but with opt out instructions"
This service forces users into binding arbitration in the case of disputes,bad,183,CouchSurfing,You are forced into binding arbitration in case of disputes
"You agree to defend, indemnify, and hold the service harmless in case of a claim related to your use of the service",neutral,183,CouchSurfing,"You agree to defend, indemnify, and hold the service harmless in case of a claim related to your use of the service"
The service can delete specific content without prior notice and without a reason,bad,183,CouchSurfing,Specific content can be deleted without reason and may be removed without prior notice
You cannot blame CouchSurfing for disputes you have with other users,neutral,183,CouchSurfing,This service cannot be held responsible for disputes that you may have with other users
" Terms may be changed any time at their discretion, without notice to the user ",bad,183,CouchSurfing," Terms may be changed any time at their discretion, without notice to you "
Couchsurfing becomes the owner of ideas you give them,bad,183,CouchSurfing,"If you offer suggestions to the service, they become the owner of the ideas that you give them"
"This service prohibits users sending chain letters, junk mail, spam or any unsolicited messages",neutral,183,CouchSurfing,"You are prohibited from sending chain letters, junk mail, spam or any unsolicited messages"
You can opt out of promotional communications,good,183,CouchSurfing,You can opt out of promotional communications
This service uses third-party cookies for statistics,bad,183,CouchSurfing,Third-party cookies are used for statistics
You should follow the community guidelines,neutral,183,CouchSurfing,"Other applicable rules, terms, conditions or guidelines"
Couchsurfing may close your account at their sole discretion,bad,183,CouchSurfing,Your account can be deleted or permanently suspended without prior notice and without a reason
Prohibits the posting of content which promotes or glorifies violence or politically or religiously extremist values.,neutral,183,CouchSurfing,You are prohibited from posting content which promotes violence or politically or religiously extremist values
You are responsible for maintaining the security of your account and for the activities on your account,neutral,183,CouchSurfing,You are responsible for maintaining the security of your account and for the activities on your account
"Users agree not to submit libelous, harassing or threatening content",neutral,183,CouchSurfing,"You agree not to submit libelous, harassing or threatening content"
This service prohibits users from attempting to gain unauthorized access to other computer systems,neutral,183,CouchSurfing,You are prohibited from attempting to gain unauthorized access to other computer systems
The service provides details about what kinds of personal information they collect,good,183,CouchSurfing,Information is provided about what kind of information they collect
The service collects many different types of personal data,bad,183,CouchSurfing,Many different types of personal data are collected
"Couchsurfing keeps the license on your content, even after you close your account",bad,183,CouchSurfing,A license is kept on user-generated content even after you close your account
The service can sell or otherwise transfer your personal data as part of a bankruptcy proceeding or other type of financial transaction.,bad,183,CouchSurfing,Your personal data may be sold or otherwise transferred as part of a bankruptcy proceeding or other type of financial transaction
You can opt out of targeted advertising,good,186,Flickr,You can opt out of targeted advertising
Blocking first party cookies may limit your ability to use the service,neutral,186,Flickr,Blocking first party cookies may limit your ability to use the service
This service can license user content to third parties,bad,186,Flickr,Your content can be licensed to third parties
"The service may use tracking pixels, web beacons, browser fingerprinting, and/or device fingerprinting on users.",bad,186,Flickr,"You are tracked via web beacons, tracking pixels, browser fingerprinting, and/or device fingerprinting"
"Instead of asking directly, this Service will assume your consent merely from your usage.",bad,186,Flickr,"Instead of asking directly, this Service will assume your consent to changes of terms merely from your usage"
"When the service wants to make a material change to its terms, users are notified at least 30 days in advance",good,186,Flickr,"When the service wants to make a material change to its terms, you are notified at least 30 days in advance"
This service may keep personal data after a request for erasure for business interests or legal obligations,bad,186,Flickr,Some personal data may be kept for business interests or legal obligations
This service reserves the right to disclose your personal information without notifying you,bad,186,Flickr,Your personal data may be disclosed to comply with government requests without notice to you
This service forces users into binding arbitration in the case of disputes,bad,186,Flickr,You are forced into binding arbitration in case of disputes
This service allows you to retrieve an archive of your data,good,186,Flickr,You can retrieve an archive of your data
You waive your right to a class action.,bad,186,Flickr,You waive your right to a class action
This service uses third-party cookies for statistics,bad,186,Flickr,Third-party cookies are used for statistics
This service tracks which web page referred you to it,bad,186,Flickr,This service tracks which web page referred you to it
This service tracks you on other websites,bad,186,Flickr,This service tracks you on other websites
The service may collect extra data about you through promotions,bad,186,Flickr,Extra data may be collected about you through promotions
"The court of law governing the terms is in a jurisdiction that is friendlier to user privacy protection (California, USA)",good,186,Flickr,The court of law governing the terms is in a jurisdiction that is friendlier to user privacy protection
There is a date of the last update of the agreements,neutral,186,Flickr,There is a date of the last update of the agreements
The court of law governing the terms is State of California (U.S.),neutral,186,Flickr,The court of law governing the terms is in location X
Invalidity of any portion of the Terms of Service does not entail invalidity of its remainder,neutral,186,Flickr,Invalidity of any portion of the Terms of Service does not entail invalidity of its remainder
This service keeps a license on user-generated content even after users close their accounts.,bad,186,Flickr,A license is kept on user-generated content even after you close your account
Tracking via third-party cookies for purposes including advertising,bad,186,Flickr,Third-party cookies are used for advertising
The service may sell your data unless you opt out,bad,186,Flickr,Your Personal data may be sold unless you opt out
Failure to enforce any provision of the Terms of Service does not constitute a waiver of such provision,neutral,186,Flickr,Failure to enforce any provision of the Terms of Service does not constitute a waiver of such provision
The service can sell or otherwise transfer your personal data as part of a bankruptcy proceeding or other type of financial transaction.,bad,186,Flickr,Your personal data may be sold or otherwise transferred as part of a bankruptcy proceeding or other type of financial transaction
The service reviews its privacy policy on a regular basis,good,186,Flickr,The service reviews its privacy policy on a regular basis
This service gathers information about you through third parties,bad,186,Flickr,Information is gathered about you through third parties
The service claims to be CCPA compliant for California users,good,251,Foursquare,The service claims to be CCPA compliant for California users
The service will only respond to government requests that are reasonable,good,251,Foursquare,The service will only respond to government requests that are reasonable
This service is only available to users over a certain age,neutral,251,Foursquare,This service is only available to users over a certain age
Blocking first party cookies may limit your ability to use the service,neutral,251,Foursquare,Blocking first party cookies may limit your ability to use the service
